City,ContactPerson,CPTelephone,Floor,NumberAEDs,Person,PersonTrained,State,StreetAddress,Telephone,Zip
"Staten Island","PETER GAMBARDELLA","718 273 7380  122","PSAL-Girls Varsity Volleyball",1,73,"Emergency Skills",NY,"105 Hamilton Avenue",718-273-7380,10301
"Staten Island","PETER GAMBARDELLA","718 273 7380  122",PSAL-Wrestling,1,73,"Emergency Skills",NY,"105 Hamilton Avenue",718-273-7380,10301
"Staten Island","PETER GAMBARDELLA","718 273 7380  122","PSAL -swim",1,73,"Emergency Skills",NY,"105 Hamilton Avenue",718-273-7380,10301
"Staten Island","PETER GAMBARDELLA","718 273 7380  122",PSAL-Football,1,73,"Emergency Skills",NY,"105 Hamilton Avenue",718-273-7380,10301
"Staten Island","PETER GAMBARDELLA","718 273 7380  122",PSAL,1,73,"Emergency Skills",NY,"105 Hamilton Avenue",718-273-7380,10301
"Staten Island","PETER GAMBARDELLA","718 273 7380  122","PSAL- ",1,73,"Emergency Skills",NY,"105 Hamilton Avenue",718-273-7380,10301
"Staten Island","PETER GAMBARDELLA","718 273 7380  122","PSAL- Soccer",1,73,"Emergency Skills",NY,"105 Hamilton Avenue",718-273-7380,10301
"Staten Island","PETER GAMBARDELLA","718 273 7380  122","PSAL ",1,73,"Emergency Skills",NY,"105 Hamilton Avenue",718-273-7380,10301
"Staten Island","PETER GAMBARDELLA","718 273 7380  122","PSAL-Girls Track",1,73,"Emergency Skills",NY,"105 Hamilton Avenue",718-273-7380,10301
"Staten Island","PETER GAMBARDELLA","718 273 7380  122","PSAL- ",1,73,"Emergency Skills",NY,"105 Hamilton Avenue",718-273-7380,10301
"Staten Island","PETER GAMBARDELLA","718 273 7380  122","PSAL ",1,73,"Emergency Skills",NY,"105 Hamilton Avenue",718-273-7380,10301
"Staten Island","PETER GAMBARDELLA","718 273 7380  122",PSAL-FOOTBALL,1,73,"Emergency Skills",NY,"105 Hamilton Avenue",718-273-7380,10301
"Staten Island","PETER GAMBARDELLA","718 273 7380  122","MAIN Entrance",1,73,"Emergency Skills",NY,"105 Hamilton Avenue",718-273-7380,10301
"Staten Island","PETER GAMBARDELLA","718 273 7380  122",PSAL,1,73,"Emergency Skills",NY,"105 Hamilton Avenue",718-273-7380,10301
"Staten Island","PETER GAMBARDELLA","718 273 7380  122","PSAL-Girls Bowling",1,73,"Emergency Skills",NY,"105 Hamilton Avenue",718-273-7380,10301
"Staten Island","PETER GAMBARDELLA","718 273 7380  122","Nurses Office",1,73,"Emergency Skills",NY,"105 Hamilton Avenue",718-273-7380,10301
"Staten Island","PETER GAMBARDELLA","718 273 7380  122","3RD FLOOR CORNER-Oustide 315",1,73,"Emergency Skills",NY,"105 Hamilton Avenue",718-273-7380,10301
"Staten Island","PETER GAMBARDELLA","718 273 7380  122","Exit 12 by pool - Athletic Field",1,73,"Emergency Skills",NY,"105 Hamilton Avenue",718-273-7380,10301
"Staten Island","PETER GAMBARDELLA","718 273 7380  122","PSAL- ",1,73,"Emergency Skills",NY,"105 Hamilton Avenue",718-273-7380,10301
"Staten Island","PETER GAMBARDELLA","718 273 7380  122",PSAL,1,73,"Emergency Skills",NY,"105 Hamilton Avenue",718-273-7380,10301
Brooklyn,"Sheila Shale","(718) 467-2038","PSAL- ",1,57,"Emergency Skills",NY,"1700 Fulton Street","(718) 467-2038",11213
Brooklyn,"Sheila Shale","(718) 467-2038","PSAL- ",1,57,"Emergency Skills",NY,"1700 Fulton Street","(718) 467-2038",11213
Brooklyn,"Sheila Shale","(718) 467-2038","Outside 212, HALL",1,57,"Emergency Skills",NY,"1700 Fulton Street","(718) 467-2038",11213
Brooklyn,"Sheila Shale","(718) 467-2038","PSAL- ",1,57,"Emergency Skills",NY,"1700 Fulton Street","(718) 467-2038",11213
Brooklyn,"Sheila Shale","(718) 467-2038","PSAL ",1,57,"Emergency Skills",NY,"1700 Fulton Street","(718) 467-2038",11213
Brooklyn,"Sheila Shale","(718) 467-2038","PSAL ",1,57,"Emergency Skills",NY,"1700 Fulton Street","(718) 467-2038",11213
Brooklyn,"Sheila Shale","(718) 467-2038","PSAL ",1,57,"Emergency Skills",NY,"1700 Fulton Street","(718) 467-2038",11213
Brooklyn,"Sheila Shale","(718) 467-2038","PSAL ",1,57,"Emergency Skills",NY,"1700 Fulton Street","(718) 467-2038",11213
Brooklyn,"Sheila Shale","(718) 467-2038","PSAL ",1,57,"Emergency Skills",NY,"1700 Fulton Street","(718) 467-2038",11213
Brooklyn,"Sheila Shale","(718) 467-2038","PSAL ",1,57,"Emergency Skills",NY,"1700 Fulton Street","(718) 467-2038",11213
Brooklyn,"Sheila Shale","(718) 467-2038","PSAL ",1,57,"Emergency Skills",NY,"1700 Fulton Street","(718) 467-2038",11213
Brooklyn,"Sheila Shale","(718) 467-2038","Main Entrance",1,57,"Emergency Skills",NY,"1700 Fulton Street","(718) 467-2038",11213
Brooklyn,"Sheila Shale","(718) 467-2038","3rd Floor - Outside Room 313",1,57,"Emergency Skills",NY,"1700 Fulton Street","(718) 467-2038",11213
Brooklyn,"Sheila Shale","(718) 467-2038",PSAL,1,57,"Emergency Skills",NY,"1700 Fulton Street","(718) 467-2038",11213
"New York","LAUREN GARDNER",646-747-6190,"Main Entrance",1,12,"Emergency Skills","New York","34 WEST 118 STREET",646-747-6190,10026
BROOKLYN,"BERNARD MCILWAIN","718-387-0228  124",PSAL,1,44,"Emergency Skills",NY,"850 GRAND STREET","718-387-0228  124",11211
BROOKLYN,"MARK RAMPERSANT",718-923-5126,"6th Floor - Front Desk",1,36,"Emergency Skills",NY,"335 ADAMS ST",718-923-5126,11201
BROOKLYN,"NADRA HAYWOOD",718-935-9457,"Main Entrance",1,8,"Emergency Skills",NY,"67-69 SCHERMERHORN ST",718-935-1726,11201
BROOKLYN,"Janet Boccasino",718-968-6124,"Main Entrance",1,21,"Emergency Skills",NY,"5619 FLATLANDS AVENUE",718-968-6124,11234
"Ozone Park","Susan Lecointe","718 322 0563","2nd Floor Elevator Lobby",1,9,"Emergency Skills",NY,"82-01 Rockaway Boulevard",718-642-5857,11416
"New York","Mr. Thomas Staebell","212 228 8730","FRONT ENTRANCE",1,3,"Emergency Skills",NY,"333 EAST 4 STREET",212-228-8730,10009
"New York","JACQUELINE FLANAGAN, AP","212 475 4210","MAIN ENTRANCE BY SCHOOL SAFETY",1,10,"Emergency Skills",NY,"185 First Avenue",212-533-5340,10003
"New York","Tracey Arrington","212 254 9577","MAIN ENTRANCE",1,6,"Emergency Skills",NY,"166 Essex Street","212 254 9577",10002
"New York","Rosemarie Gonzalez","212 228 4433","MAIN ENTRANCE BY SCHOOL SAFETY",1,10,"Emergency Skills",NY,"730 East 12 Street",212-228-4433,10009
"New York","Mauriciere de Govia",212-962-7205,"PSAL ",1,1,"Emergency Skills",NY,"220 Henry Street",212-962-7205,10002
"New York","Mauriciere de Govia",212-962-7205,"FRONT ENTRANCE NEAR SCHOOL SAFETY",1,1,"Emergency Skills",NY,"220 Henry Street",212-962-7205,10002
"New York","Mauriciere de Govia",212-962-7205,"Basement Cafeteria",1,1,"Emergency Skills",NY,"220 Henry Street",212-962-7205,10002
"New York","JOAN FORBES","212 673 1526","MAIN ENTRANCE NEAR SCHOOL SAFETY",1,3,"Emergency Skills",NY,"121 East 3 Street",212-674-3180,10009
"New York","DIANA CANUELAS","212 673 6510","MAIN ENTRANCE",1,8,"Emergency Skills",NY,"600 East 6 Street",212-673-6510,10009
"New York","Alana Jermanok","212 674 2690","MAIN ENTRANCE",1,9,"Emergency Skills",NY,"285 Delancey Street",212-674-2690,10002
"New York","CAROL GORIS","212 673 4470","FRONT E. BY SS.",1,4,"Emergency Skills",NY,"293 East Broadway",212-673-4470,10002
"New York","CAROL GORIS","212 673 4470","*Needs to be on 3rd Floor - Outside Elevator",1,4,"Emergency Skills",NY,"293 East Broadway",212-673-4470,10002
"New York","FEKEUNG THOMAS LAU","212 677 4600","MAIN ENTRANCE",1,8,"Emergency Skills",NY,"123 Ridge Street",212-677-4680,10002
"New York",,"212 598 3800","FRONT ENTRANCE",1,9,"Emergency Skills",NY,"100 Attorney Street",212-598-3800,10002
"New York"," Yvonne Chin",212-602-9700,"FRONT ENTRANCE",1,10,"Emergency Skills",NY,"327 Cherry Street",212-602-9700,10002
"New York","MARIA RODRIGUEZ","212 677 5710","Outside Rm 521A",1,3,"Emergency Skills",NY,"442 East Houston Street",212-677-5710,10002
"New York","MARIA RODRIGUEZ","212 677 5710","MAIN ENTRANCE",1,3,"Emergency Skills",NY,"442 East Houston Street",212-677-5710,10002
"New York","Leslie SOHA","212 982 0682","4th Floor, Outside Library",1,8,"Emergency Skills",NY,"610 East 12 Street",212-982-0682,10009
"New York","Leslie SOHA","212 982 0682","MAIN ENTRANCE",1,8,"Emergency Skills",NY,"610 East 12 Street",212-982-0682,10009
"New York","ROBERT A MILLER","917 647 9067",PSAL,1,17,"Emergency Skills",NY,"200 Monroe Street","917 647 9067",10002
"New York","ROBERT A MILLER","917 647 9067","3RD Floor - Room in front of 301",1,17,"Emergency Skills",NY,"200 Monroe Street","917 647 9067",10002
"New York","ROBERT A MILLER","917 647 9067","FRONT ENTRANCE BY SCHOOL SAFETY",1,17,"Emergency Skills",NY,"200 Monroe Street","917 647 9067",10002
"New York","ROBERT A MILLER","917 647 9067",PSAL,1,17,"Emergency Skills",NY,"200 Monroe Street","917 647 9067",10002
"New York","ROBERT A MILLER","917 647 9067",PSAL,1,17,"Emergency Skills",NY,"200 Monroe Street","917 647 9067",10002
"New York","ROBERT A MILLER","917 647 9067",PSAL,1,17,"Emergency Skills",NY,"200 Monroe Street","917 647 9067",10002
"NEW YORK","Matthew Guldin","(212) 460-8467","Cafeteria - 12th St. Entrance",1,17,"Emergency Skills",NY,"420 E 12 ST",212-460-8467,10009
"NEW YORK","Matthew Guldin","(212) 460-8467",PSAL,1,17,"Emergency Skills",NY,"420 E 12 ST",212-460-8467,10009
"NEW YORK","Matthew Guldin","(212) 460-8467","Main Desk - First Floor Cafeteria",1,17,"Emergency Skills",NY,"420 E 12 ST",212-460-8467,10009
"NEW YORK","Matthew Guldin","(212) 460-8467","PSAL- ",1,17,"Emergency Skills",NY,"420 E 12 ST",212-460-8467,10009
"NEW YORK","Matthew Guldin","(212) 460-8467",PSAL,1,17,"Emergency Skills",NY,"420 E 12 ST",212-460-8467,10009
"NEW YORK","Matthew Guldin","(212) 460-8467","Rm 562- Outside GYM",1,17,"Emergency Skills",NY,"420 E 12 ST",212-460-8467,10009
"New York","Margaret Adams"," 212 473 8152","Fourth floor near room 443",1,18,"Emergency Skills",NY,"145 Stanton Street","212 473 8152",10002
"New York","Margaret Adams"," 212 473 8152","Lobby - Front of Security",1,18,"Emergency Skills",NY,"145 Stanton Street","212 473 8152",10002
"New York","Margaret Adams"," 212 473 8152",PSAL,1,18,"Emergency Skills",NY,"145 Stanton Street","212 473 8152",10002
"New York","Margaret Adams"," 212 473 8152",PSAL,1,18,"Emergency Skills",NY,"145 Stanton Street","212 473 8152",10002
"New York","Margaret Adams"," 212 473 8152","3rd floor-near Rm322",1,18,"Emergency Skills",NY,"145 Stanton Street","212 473 8152",10002
"New York","Deonne Martin, AP","212 677 5190","MAIN ENTRANCE",1,17,"Emergency Skills",NY,"111 Columbia Street",212-677-5190,10002
"New York","Deonne Martin, AP","212 677 5190",PSAL,1,17,"Emergency Skills",NY,"111 Columbia Street",212-677-5190,10002
"New York","Deonne Martin, AP","212 677 5190","Outside Rm 109",1,17,"Emergency Skills",NY,"111 Columbia Street",212-677-5190,10002
"New York","Deonne Martin, AP","212 677 5190","Outsid Rm 313",1,17,"Emergency Skills",NY,"111 Columbia Street",212-677-5190,10002
"New York","Miriam Uzzan","(212) 673-2650","Outside 518",1,1,"Emergency Skills",NY,"350 GRAND St","(212) 406-5758",10002
"New York","Miriam Uzzan","(212) 673-2650","Outside 318",1,1,"Emergency Skills",NY,"350 GRAND St","(212) 406-5758",10002
"New York","Frances Quezada",212-995-1430,"3rd Floor Outside Main Office",1,12,"Emergency Skills",NY,"600 East 6 Street",212-995-1430,10009
"New York","LINDA GIM",212-267-4133,Cafeteria,1,8,"Emergency Skills",NY,"8 Henry Street","212 267 4133",10038
"New York","LINDA GIM",212-267-4133,"4th Floor ",1,8,"Emergency Skills",NY,"8 Henry Street","212 267 4133",10038
"New York","Brett Gustafson",212-964-0350,"MAIN ENTRANCE",1,16,"Emergency Skills",NY,"122 Henry Street",212-964-0350,10002
"New York",Regina,212-691-1183,"Main entrance by school safety",1,7,"Emergency Skills",NY,"490 Hudson Street",212-691-1183,10014
"New York",Regina,212-691-1183,"Hall - Near Room 402",1,7,"Emergency Skills",NY,"490 Hudson Street",212-691-1183,10014
"New York","Eugenia Williams",212-737-9774,"FRONT ENTRANCE NEAR SCHOOL SAFETY",1,,"Emergency Skills",NY,"45 East 81 Street","(212) 737-9774",10028
"New York","Eugenia Williams",212-737-9774,"Oustide 3rd Floor Gym",1,,"Emergency Skills",NY,"45 East 81 Street","(212) 737-9774",10028
"New York","Stephen  McGill",212-929-1743,"main entrance by school safety",1,,"Emergency Skills",NY,"320 West 21 Street",212-929-1743,10011
"New York","Stephen  McGill",212-929-1743,"Outside Room 406A",1,,"Emergency Skills",NY,"320 West 21 Street",212-929-1743,10011
"New York","Beth Hermelin",212-244-6426,"FRONT LOBBY BY SCHOOL SAFETY",1,6,"Emergency Skills",NY,"281 Ninth Avenue",212-244-6426,10001
"New York","Deborah Wong",212-475-5500,"In cafeteria near school safety",1,8,"Emergency Skills",NY,"320 east 20 street",212-475-5500,10003
"New York","Deborah Wong",212-475-5500,"Fourth Floor Outside Rm 402",1,8,"Emergency Skills",NY,"320 east 20 street",212-475-5500,10003
"New York","Bob Caputo ","(718) 351-5069","MAIN ENTRANCE",1,1,"Emergency Skills",NY,"116 West 11 Street","(718) 351-5069",10011
"New York","MAY WONG LEE",212-226-8410,"FRONT ENTRANCE",1,1,"Emergency Skills",NY,"71 Hester Street",212-226-8410,10002
"New York","MAY WONG LEE",212-226-8410,"Outside Room 408B",1,1,"Emergency Skills",NY,"71 Hester Street",212-226-8410,10002
"New York","Cathleen Myers-Jusko","(212) 757-3067","Main Entrance by School Security",1,6,"Emergency Skills",NY,"520 West 45 Street","212 757 3067",10036
"New York","Adele Schroeter",212-888-7870,"FRONT ENTRANCE BY SCHOOL SAFETY",1,12,"Emergency Skills",NY,"213 EAST 63RD STREET",212-888-7870,10065
"New York","Adele Schroeter",212-888-7870,"Fourth Floor Hallway",1,12,"Emergency Skills",NY,"213 EAST 63RD STREET",212-888-7870,10065
"New York","Adele Schroeter",212-888-7870,"Sixth Floor Hallway",1,12,"Emergency Skills",NY,"213 EAST 63RD STREET",212-888-7870,10065
"New York","Sam Chan",212-427-2798,"FRONT ENTRANCE BY SCHOOL SAFETY",1,11,"Emergency Skills",NY,"1700 Third Avenue",212-427-2798,10128
"New York","Sam Chan",212-427-2798,"1700 3rd Ave. Entrance",1,11,"Emergency Skills",NY,"1700 Third Avenue",212-427-2798,10128
"NEW YORK","Thao Vo",212-571-5659,"3RD FLOOR BY  ELEVATOR",1,9,"Emergency Skills",NY,"201 WARREN STreet",212-571-5659,10007
"NEW YORK","Thao Vo",212-571-5659,"1ST FLOOR BY ELEVATOR",1,9,"Emergency Skills",NY,"201 WARREN STreet",212-571-5659,10007
"New York","Michael Daly",212-674-4545,"Principal's Office",1,10,"Emergency Skills",NY,"330 East 21 Street",212-674-4545,10010
"New York","Michael Daly",212-674-4545,"Main Entrance",1,10,"Emergency Skills",NY,"330 East 21 Street",212-674-4545,10010
"New York","Michael Daly",212-674-4545,"4th Floor Room 418",1,10,"Emergency Skills",NY,"330 East 21 Street",212-674-4545,10010
"New York","Irma Medina",212-582-7420,"Maint Entrance - 1st Floor Sec. Desk",1,11,"Emergency Skills",NY,"440 West 53 Street",212-582-7420,10019
"New York","STEVE ZOWNIR","212 685 4366","3rd Floor Center Staircase",1,11,"Emergency Skills",NY,"210 East 33 Street",212-685-4366,10016
"New York","STEVE ZOWNIR","212 685 4366","5th Floor Center Staircase",1,11,"Emergency Skills",NY,"210 East 33 Street",212-685-4366,10016
"New York","STEVE ZOWNIR","212 685 4366","Main Entrance",1,11,"Emergency Skills",NY,"210 East 33 Street",212-685-4366,10016
"New York","ALICE HOM",212-356-3758,"main entrance",1,24,"Emergency Skills",NY,"40 Division Street",212-966-7237,10002
"New York","Robert Mehan, Jr",212-962-2188,"1st floor lobby - Maintenance",1,6,"Emergency Skills",NY,"80 Catherine Street",212-962-2188,10038
"New York","KENNETH MENDEZ","212 226 8072","4th Floor Hall next to elevator",1,4,"Emergency Skills",NY,"143 Baxter Street","212 226 8072",10013
"New York","KENNETH MENDEZ","212 226 8072","First Floor Hallway",1,4,"Emergency Skills",NY,"143 Baxter Street","212 226 8072",10013
"New York","Nicolas Lee","(212) 219-1204","PSAL - Pace H.S.",1,1,"Emergency Skills",NY,"100 Hester Street","(212) 219-1204",10002
"New York","Nicolas Lee","(212) 219-1204","main entrance",1,1,"Emergency Skills",NY,"100 Hester Street","(212) 219-1204",10002
"New York","Nicolas Lee","(212) 219-1204","Main Office -PACE Rm 248A",1,1,"Emergency Skills",NY,"100 Hester Street","(212) 219-1204",10002
"New York","Nicolas Lee","(212) 219-1204",PSAL,1,1,"Emergency Skills",NY,"100 Hester Street","(212) 219-1204",10002
"New York","LAURA COHEN",212-732-4392,"ENTRANCE NEAR SCHOOL SAFETY/MAIN OFFICE",1,7,"Emergency Skills",NY,"334 Greenwich Street","212 732 4392",10013
"New York","ELIZABETH CRUZ",212-744-6562,"Main entrance by school safety",1,8,"Emergency Skills",NY,"1458 York Avenue","212 744 6562",10021
"New York","ELIZABETH CRUZ",212-744-6562,"4th fl  o/s room 405",1,8,"Emergency Skills",NY,"1458 York Avenue","212 744 6562",10021
"New York","FRANK HUSAREK",212-535-8242,"third floor outside room 326",1,24,"Emergency Skills",NY,"220 East 76 Street","212 535 8242",10021
"New York","FRANK HUSAREK",212-535-8242,"1st Floor Lobby behind security",1,24,"Emergency Skills",NY,"220 East 76 Street","212 535 8242",10021
"New York"," ","212 734 7719","Main Entrance next to SS",1,15,"Emergency Skills",NY,"419 East 66 Street",212-734-7719,10021
"New York"," ","212 734 7719",Gym,1,15,"Emergency Skills",NY,"419 East 66 Street",212-734-7719,10021
"New York"," ","212 734 7719","Outside 505",1,15,"Emergency Skills",NY,"419 East 66 Street",212-734-7719,10021
"New York",,,"Main entrance by school safety",1,,"Emergency Skills",NY,"328 West 48 Street",212-247-8652,10036
"New York",,,"3rd floor office",1,,"Emergency Skills",NY,"328 West 48 Street",212-247-8652,10036
"Roosevelt Island","S. KAPLAN","212 980 0294","4th floor outside 405",1,12,"Emergency Skills",NY,"645 Main Street",212-980-0294,10044
"Roosevelt Island","S. KAPLAN","212 980 0294","NEAR FRONT ENTRANCE ON WALL BY SCHOOL SAFETY",1,12,"Emergency Skills",NY,"645 Main Street",212-980-0294,10044
"New York","NALO LEWIS",,"Ella Baker - Outside Room 236",1,19,"Emergency Skills",NY,"317 East 67 Street",212-717-8809,10021
"New York","KATHY SUSSELL","212 233 6034","Main Entrance/Front Door",1,5,"Emergency Skills",NY,"292 Greenwich Street","212 233 6034",10007
"New York","KATHY SUSSELL","212 233 6034","4th Floor Annex Stairwell",1,5,"Emergency Skills",NY,"292 Greenwich Street","212 233 6034",10007
"New York","Eric Capuano",917-497-4207,PSAL,1,11,"Emergency Skills",NY,"525 WEST 50 STREET","(212) 586-2943",10019
"New York","Eric Capuano",917-497-4207,PSAL,1,11,"Emergency Skills",NY,"525 WEST 50 STREET","(212) 586-2943",10019
"New York","Eric Capuano",917-497-4207,"Main Entrance by School safety",1,11,"Emergency Skills",NY,"525 WEST 50 STREET","(212) 586-2943",10019
"New York","Eric Capuano",917-497-4207,PSAL,1,11,"Emergency Skills",NY,"525 WEST 50 STREET","(212) 586-2943",10019
"New York","Eric Capuano",917-497-4207,"PSAL- ",1,11,"Emergency Skills",NY,"525 WEST 50 STREET","(212) 586-2943",10019
"New York","Eric Capuano",917-497-4207,"PSAL ",1,11,"Emergency Skills",NY,"525 WEST 50 STREET","(212) 586-2943",10019
"New York","Eric Capuano",917-497-4207,"PSAL ",1,11,"Emergency Skills",NY,"525 WEST 50 STREET","(212) 586-2943",10019
"New York","Eric Capuano",917-497-4207,PSAL-,1,11,"Emergency Skills",NY,"525 WEST 50 STREET","(212) 586-2943",10019
"New York","Eric Capuano",917-497-4207,"3rd Floor Main Office",1,11,"Emergency Skills",NY,"525 WEST 50 STREET","(212) 586-2943",10019
"New York","Eric Capuano",917-497-4207,"PSAL ",1,11,"Emergency Skills",NY,"525 WEST 50 STREET","(212) 586-2943",10019
"New York","Eric Capuano",917-497-4207,"1st Floor Security",1,11,"Emergency Skills",NY,"525 WEST 50 STREET","(212) 586-2943",10019
"New York","Eric Capuano",917-497-4207,PSAL,1,11,"Emergency Skills",NY,"525 WEST 50 STREET","(212) 586-2943",10019
"New York","Eric Capuano",917-497-4207,"Main Entrance",1,11,"Emergency Skills",NY,"525 WEST 50 STREET","(212) 586-2943",10019
"New York","Eric Capuano",917-497-4207,PSAL,1,11,"Emergency Skills",NY,"525 WEST 50 STREET","(212) 586-2943",10019
"New York","Eric Capuano",917-497-4207,"4th Floor",1,11,"Emergency Skills",NY,"525 WEST 50 STREET","(212) 586-2943",10019
"New York","Eric Capuano",917-497-4207,,1,11,"Emergency Skills",NY,"525 WEST 50 STREET","(212) 586-2943",10019
"New York","Steven Jaffe",646-831-1988,"Main entrance by school safety",1,12,"Emergency Skills",NY,"311 East 82 Street",2127347127,10021
"New York","Steven Jaffe",646-831-1988,"3rd Floor",1,12,"Emergency Skills",NY,"311 East 82 Street",2127347127,10021
"New York","Steven Jaffe",646-831-1988,"5th Floor; Across from Rm 506",1,12,"Emergency Skills",NY,"311 East 82 Street",2127347127,10021
"New York","Ariel Garcia",212-475-7972,"5th Floor - Outside Rm 515",1,6,"Emergency Skills",NY,"345 East 15 Street","212-475-7972 x623",10003
"New York","Ariel Garcia",212-475-7972,"PSAL - Room 513A",1,6,"Emergency Skills",NY,"345 East 15 Street","212-475-7972 x623",10003
"New York","Ariel Garcia",212-475-7972,PSAL,1,6,"Emergency Skills",NY,"345 East 15 Street","212-475-7972 x623",10003
"New York","Josh Porzio",212-247-3651,PSAL,1,8,"Emergency Skills",NY,"220 West 58 Street",212-247-3651,10019
"New York","Josh Porzio",212-247-3651,"Main Lobby",1,8,"Emergency Skills",NY,"220 West 58 Street",212-247-3651,10019
"New York","Josh Porzio",212-247-3651,"Main Office Coalition",1,8,"Emergency Skills",NY,"220 West 58 Street",212-247-3651,10019
"New York","Howard Soskind",646-660-6426,"PSAL- ",1,18,"Emergency Skills",NY,"17 Lexington Avenue",646-660-6426,10010
"New York","Howard Soskind",646-660-6426,PSAL,1,18,"Emergency Skills",NY,"17 Lexington Avenue",646-660-6426,10010
"New York","Howard Soskind",646-660-6426,"PSAL- ",1,18,"Emergency Skills",NY,"17 Lexington Avenue",646-660-6426,10010
"New York","Howard Soskind",646-660-6426,"PSAL- ",1,18,"Emergency Skills",NY,"17 Lexington Avenue",646-660-6426,10010
"New York","Howard Soskind",646-660-6426,"Sixth floor rm 612",1,18,"Emergency Skills",NY,"17 Lexington Avenue",646-660-6426,10010
"New York","Howard Soskind",646-660-6426,"10th Floor next to cafeteria",1,18,"Emergency Skills",NY,"17 Lexington Avenue",646-660-6426,10010
"New York","Howard Soskind",646-660-6426,PSAL,1,18,"Emergency Skills",NY,"17 Lexington Avenue",646-660-6426,10010
"New York","Howard Soskind",646-660-6426,PSAL,1,18,"Emergency Skills",NY,"17 Lexington Avenue",646-660-6426,10010
"New York","UMIT KENIS A.D./Michele Cohen",,psal,1,9,"Emergency Skills",NY,"333 WEST 17TH STREET",212.691.6119,10011
"New York","UMIT KENIS A.D./Michele Cohen",,PSAL,1,9,"Emergency Skills",NY,"333 WEST 17TH STREET",212.691.6119,10011
"New York","UMIT KENIS A.D./Michele Cohen",,PSAL,1,9,"Emergency Skills",NY,"333 WEST 17TH STREET",212.691.6119,10011
"New York","UMIT KENIS A.D./Michele Cohen",,"PSAL - Boys Soccer",1,9,"Emergency Skills",NY,"333 WEST 17TH STREET",212.691.6119,10011
"New York","UMIT KENIS A.D./Michele Cohen",,"PSAL- ",1,9,"Emergency Skills",NY,"333 WEST 17TH STREET",212.691.6119,10011
"New York","UMIT KENIS A.D./Michele Cohen",,"PSAL ",1,9,"Emergency Skills",NY,"333 WEST 17TH STREET",212.691.6119,10011
"New York","UMIT KENIS A.D./Michele Cohen",,"PSAL- ",1,9,"Emergency Skills",NY,"333 WEST 17TH STREET",212.691.6119,10011
"New York","UMIT KENIS A.D./Michele Cohen",,"PSAL- ",1,9,"Emergency Skills",NY,"333 WEST 17TH STREET",212.691.6119,10011
"New York","UMIT KENIS A.D./Michele Cohen",,"Main Entrance",1,9,"Emergency Skills",NY,"333 WEST 17TH STREET",212.691.6119,10011
"New York","UMIT KENIS A.D./Michele Cohen",,"Outside Rm 334",1,9,"Emergency Skills",NY,"333 WEST 17TH STREET",212.691.6119,10011
"New York","Mike Wexler",516-647-3651,"Main Entrance",1,14,"Emergency Skills",NY,"127 East 22 Street",212-975-8086,10010
"New York","Mike Wexler",516-647-3651,"fourth floor",1,14,"Emergency Skills",NY,"127 East 22 Street",212-975-8086,10010
"New York","Mike Wexler",516-647-3651,PSAL,1,14,"Emergency Skills",NY,"127 East 22 Street",212-975-8086,10010
"New York","Mike Wexler",516-647-3651,PSAL,1,14,"Emergency Skills",NY,"127 East 22 Street",212-975-8086,10010
"New York","Mike Wexler",516-647-3651,"PSAL- ",1,14,"Emergency Skills",NY,"127 East 22 Street",212-975-8086,10010
"New York","Mike Wexler",516-647-3651,"8th floor by elevator",1,14,"Emergency Skills",NY,"127 East 22 Street",212-975-8086,10010
"New York","Mike Wexler",516-647-3651,PSAL,1,14,"Emergency Skills",NY,"127 East 22 Street",212-975-8086,10010
"New York","Mike Wexler",516-647-3651,PSAL,1,14,"Emergency Skills",NY,"127 East 22 Street",212-975-8086,10010
"New York","Mike Wexler",516-647-3651,PSAL,1,14,"Emergency Skills",NY,"127 East 22 Street",212-975-8086,10010
"New York","Mike Wexler",516-647-3651,PSAL,1,14,"Emergency Skills",NY,"127 East 22 Street",212-975-8086,10010
"New York","Jessica Bernstein",212-772-1220,PSAL,1,10,"Emergency Skills",NY,"411 East 76 Street",212-772-1220,10021
"New York","Jessica Bernstein",212-772-1220,"Front Lobby",1,10,"Emergency Skills",NY,"411 East 76 Street",212-772-1220,10021
"New York","Jessica Bernstein",212-772-1220," PSAL",1,10,"Emergency Skills",NY,"411 East 76 Street",212-772-1220,10021
"New York","Jessica Bernstein",212-772-1220,"PSAL -second floor near room 204",1,10,"Emergency Skills",NY,"411 East 76 Street",212-772-1220,10021
"New York","Jessica Bernstein",212-772-1220,"Outside Room 204",1,10,"Emergency Skills",NY,"411 East 76 Street",212-772-1220,10021
"New York","Jessica Bernstein",212-772-1220,"PSAL ",1,10,"Emergency Skills",NY,"411 East 76 Street",212-772-1220,10021
"New York","Jessica Bernstein",212-772-1220,PSAL,1,10,"Emergency Skills",NY,"411 East 76 Street",212-772-1220,10021
"New York","Jessica Bernstein",212-772-1220,PSAL,1,10,"Emergency Skills",NY,"411 East 76 Street",212-772-1220,10021
"New York","Colleen Callahan/Aaron Silverman",516-356-3406,"13th FLOOR",1,20,"Emergency Skills",NY,"75 Broad Street",212-825-9008,10004
"New York","Colleen Callahan/Aaron Silverman",516-356-3406,psal,1,20,"Emergency Skills",NY,"75 Broad Street",212-825-9008,10004
